reason,,vessel,imo,operation_date,report_date,archive_time,grade,grade_raw,quantity,unit,port,operation_raw,operation,rank_operation,direction,lo_country_code,lo_city_code,,charterer,supplier,receiver,source_file,source_sheet,source_imo,min_dist,bargolink
ARRIVAL: no arrival match,CAPE BALDER,9187239,3/12/2017,3/30/2017,3/30/2017,AA100,Crude Oils,90615,MT,Aliaga,arriveddate,Arrived,1,Load,TR,ALI,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9187239&vessel=&poi=&startdate=2017-03-07 00:00:00&enddate=2017-03-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,NS CONCORD,9299692,1/5/2017,6/17/2017,6/17/2017,UK405,Flotta,81583,MT,Teesport,bldate,Bill date,14,Load,GB,TEE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9299692&vessel=&poi=&startdate=2016-12-31 00:00:00&enddate=2017-01-10 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,NS CONCORD,9299692,1/5/2017,7/26/2017,7/26/2017,UK405,Flotta,81583,MT,Teesport,bldate,Bill date,14,Load,GB,TEE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9299692&vessel=&poi=&startdate=2016-12-31 00:00:00&enddate=2017-01-10 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,NS CONCORD,9299692,1/5/2017,3/30/2017,3/30/2017,UK405,Flotta,81583,MT,Teesport,bldate,Bill date,14,Load,GB,TEE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9299692&vessel=&poi=&startdate=2016-12-31 00:00:00&enddate=2017-01-10 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,EPISKOPI,9205067,4/4/2017,7/26/2017,7/26/2017,AA100,Crude Oil,71040,MT,Agioi Theodoroi,arriveddate,Arrived,1,Load,GR,AGT,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9205067&vessel=&poi=&startdate=2017-03-30 00:00:00&enddate=2017-04-09 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,EPISKOPI,9205067,4/4/2017,6/6/2017,6/6/2017,AA100,Crude Oil,71040,MT,Agioi Theodoroi,arriveddate,Arrived,1,Load,GR,AGT,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9205067&vessel=&poi=&startdate=2017-03-30 00:00:00&enddate=2017-04-09 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,EPISKOPI,9205067,4/4/2017,6/17/2017,6/17/2017,AA100,Crude Oil,71040,MT,Agioi Theodoroi,arriveddate,Arrived,1,Load,GR,AGT,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9205067&vessel=&poi=&startdate=2017-03-30 00:00:00&enddate=2017-04-09 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STI GRACE,9722584,4/24/2017,7/26/2017,7/26/2017,AA100,Crude Oil,64932,MT,Elefsis,arriveddate,Arrived,1,Load,GR,ELE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9722584&vessel=&poi=&startdate=2017-04-19 00:00:00&enddate=2017-04-29 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STI GRACE,9722584,4/24/2017,6/17/2017,6/17/2017,AA100,Crude Oil,64932,MT,Elefsis,arriveddate,Arrived,1,Load,GR,ELE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9722584&vessel=&poi=&startdate=2017-04-19 00:00:00&enddate=2017-04-29 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STI GRACE,9722584,4/24/2017,6/6/2017,6/6/2017,AA100,Crude Oil,64932,MT,Elefsis,arriveddate,Arrived,1,Load,GR,ELE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9722584&vessel=&poi=&startdate=2017-04-19 00:00:00&enddate=2017-04-29 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,SCF PROVIDER,9577094,4/6/2017,6/17/2017,6/17/2017,AA100,Crude Oil,58108,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9577094&vessel=&poi=&startdate=2017-04-01 00:00:00&enddate=2017-04-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,SCF PROVIDER,9577094,4/6/2017,7/26/2017,7/26/2017,AA100,Crude Oil,58108,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9577094&vessel=&poi=&startdate=2017-04-01 00:00:00&enddate=2017-04-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,SCF PROVIDER,9577094,4/6/2017,6/6/2017,6/6/2017,AA100,Crude Oil,58108,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9577094&vessel=&poi=&startdate=2017-04-01 00:00:00&enddate=2017-04-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,NAVIG8 GOAL,9717125,6/22/2017,7/26/2017,7/26/2017,RS292,Russian Export Blend Crude Oil (REBCO),54954,MT,Amsterdam,arriveddate,Arrived,1,Discharge,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9717125&vessel=&poi=&startdate=2017-06-17 00:00:00&enddate=2017-06-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,NAVIG8 GOAL,9717125,6/22/2017,7/6/2017,7/6/2017,RS292,Russian Export Blend Crude Oil (REBCO),54954,MT,Amsterdam,arriveddate,Arrived,1,Discharge,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9717125&vessel=&poi=&startdate=2017-06-17 00:00:00&enddate=2017-06-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,IASONAS,9419357,5/12/2017,6/17/2017,6/17/2017,AA100,Crude Oil,51629,MT,London,arriveddate,Arrived,1,Discharge,GB,LON,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9419357&vessel=&poi=&startdate=2017-05-07 00:00:00&enddate=2017-05-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,IASONAS,9419357,5/12/2017,7/26/2017,7/26/2017,AA100,Crude Oil,51629,MT,London,arriveddate,Arrived,1,Discharge,GB,LON,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9419357&vessel=&poi=&startdate=2017-05-07 00:00:00&enddate=2017-05-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,IASONAS,9419357,5/12/2017,6/6/2017,6/6/2017,AA100,Crude Oil,51629,MT,London,arriveddate,Arrived,1,Discharge,GB,LON,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9419357&vessel=&poi=&startdate=2017-05-07 00:00:00&enddate=2017-05-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ALPINE AMALIA,9460136,7/21/2017,7/27/2017,7/27/2017,AA100,Crude Oil,42560,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9460136&vessel=&poi=&startdate=2017-07-16 00:00:00&enddate=2017-07-26 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,NORIENT SOLAR,9396373,2/12/2017,7/26/2017,7/26/2017,GS018,Gasoline,33276,MT,London,bldate,Bill date,14,Discharge,GB,LON,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9396373&vessel=&poi=&startdate=2017-02-07 00:00:00&enddate=2017-02-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,NORIENT SOLAR,9396373,2/12/2017,3/30/2017,3/30/2017,GS018,Gasoline,33276,MT,London,bldate,Bill date,14,Discharge,GB,LON,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9396373&vessel=&poi=&startdate=2017-02-07 00:00:00&enddate=2017-02-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,NORIENT SOLAR,9396373,2/12/2017,6/17/2017,6/17/2017,GS018,Gasoline,33276,MT,London,bldate,Bill date,14,Discharge,GB,LON,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9396373&vessel=&poi=&startdate=2017-02-07 00:00:00&enddate=2017-02-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,KING EMERALD,9267027,6/19/2017,7/26/2017,7/26/2017,GS011,Naphtha,29949,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9267027&vessel=&poi=&startdate=2017-06-14 00:00:00&enddate=2017-06-24 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,KING EMERALD,9267027,6/19/2017,7/6/2017,7/6/2017,GS011,Naphtha,29949,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9267027&vessel=&poi=&startdate=2017-06-14 00:00:00&enddate=2017-06-24 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STOLT PONDO,9374521,1/16/2017,6/17/2017,6/17/2017,AA100,Crude Oil,20488,MT,Antwerp,saileddate,Sailed,10,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9374521&vessel=&poi=&startdate=2017-01-11 00:00:00&enddate=2017-01-21 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STOLT PONDO,9374521,1/16/2017,7/26/2017,7/26/2017,AA100,Crude Oil,20488,MT,Antwerp,saileddate,Sailed,10,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9374521&vessel=&poi=&startdate=2017-01-11 00:00:00&enddate=2017-01-21 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STOLT PONDO,9374521,1/16/2017,3/30/2017,3/30/2017,AA100,Crude Oil,20488,MT,Antwerp,saileddate,Sailed,10,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9374521&vessel=&poi=&startdate=2017-01-11 00:00:00&enddate=2017-01-21 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STOLT PONDO,9374521,1/7/2017,3/30/2017,3/30/2017,AA100,Crude Oil,20488,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9374521&vessel=&poi=&startdate=2017-01-02 00:00:00&enddate=2017-01-12 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STOLT PONDO,9374521,1/7/2017,7/26/2017,7/26/2017,AA100,Crude Oil,20488,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9374521&vessel=&poi=&startdate=2017-01-02 00:00:00&enddate=2017-01-12 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STOLT PONDO,9374521,1/7/2017,6/17/2017,6/17/2017,AA100,Crude Oil,20488,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9374521&vessel=&poi=&startdate=2017-01-02 00:00:00&enddate=2017-01-12 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,PALANCA MUSCAT,9659672,7/8/2017,7/26/2017,7/26/2017,AA102,Bitumen 160/220,19411,MT,Agioi Theodoroi,arriveddate,Arrived,1,Load,GR,AGT,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9659672&vessel=&poi=&startdate=2017-07-03 00:00:00&enddate=2017-07-13 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,PALANCA MUSCAT,9659672,7/8/2017,7/19/2017,7/19/2017,AA102,Bitumen 160/220,19411,MT,Agioi Theodoroi,arriveddate,Arrived,1,Load,GR,AGT,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9659672&vessel=&poi=&startdate=2017-07-03 00:00:00&enddate=2017-07-13 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,SOLANDO,9428073,8/4/2017,8/8/2017,8/8/2017,VE341,Laguna,11603,MT,Ellesmere Port,arriveddate,Arrived,1,Discharge,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9428073&vessel=&poi=&startdate=2017-07-30 00:00:00&enddate=2017-08-09 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,PALANCA MUSCAT,9659672,7/8/2017,7/19/2017,7/19/2017,AA102,Bitumen 40/60,6982,MT,Agioi Theodoroi,arriveddate,Arrived,1,Load,GR,AGT,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9659672&vessel=&poi=&startdate=2017-07-03 00:00:00&enddate=2017-07-13 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,PALANCA MUSCAT,9659672,7/8/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,6982,MT,Agioi Theodoroi,arriveddate,Arrived,1,Load,GR,AGT,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9659672&vessel=&poi=&startdate=2017-07-03 00:00:00&enddate=2017-07-13 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,YM NEPTUNE,9464106,1/4/2017,6/17/2017,6/17/2017,GS013,Pygas,6190,MT,Amsterdam,bldate,Bill date,14,Discharge,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9464106&vessel=&poi=&startdate=2016-12-30 00:00:00&enddate=2017-01-09 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,YM NEPTUNE,9464106,1/4/2017,7/26/2017,7/26/2017,GS013,Pygas,6190,MT,Amsterdam,bldate,Bill date,14,Discharge,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9464106&vessel=&poi=&startdate=2016-12-30 00:00:00&enddate=2017-01-09 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,YM NEPTUNE,9464106,1/4/2017,3/30/2017,3/30/2017,GS013,Pygas,6190,MT,Amsterdam,bldate,Bill date,14,Discharge,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9464106&vessel=&poi=&startdate=2016-12-30 00:00:00&enddate=2017-01-09 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BLACK SHARK,9480655,5/4/2017,7/26/2017,7/26/2017,AA102,Bitumen 50/70,6089,MT,Agioi Theodoroi,arriveddate,Arrived,1,Load,GR,AGT,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9480655&vessel=&poi=&startdate=2017-04-29 00:00:00&enddate=2017-05-09 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BLACK SHARK,9480655,5/4/2017,6/17/2017,6/17/2017,AA102,Bitumen 50/70,6089,MT,Agioi Theodoroi,arriveddate,Arrived,1,Load,GR,AGT,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9480655&vessel=&poi=&startdate=2017-04-29 00:00:00&enddate=2017-05-09 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BLACK SHARK,9480655,5/4/2017,6/6/2017,6/6/2017,AA102,Bitumen 50/70,6089,MT,Agioi Theodoroi,arriveddate,Arrived,1,Load,GR,AGT,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9480655&vessel=&poi=&startdate=2017-04-29 00:00:00&enddate=2017-05-09 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ASPHALT SUMMER,9394739,6/25/2017,7/10/2017,7/10/2017,AA102,Bitumen 50/70,5799,MT,Agioi Theodoroi,arriveddate,Arrived,1,Load,GR,AGT,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9394739&vessel=&poi=&startdate=2017-06-20 00:00:00&enddate=2017-06-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ASPHALT SUMMER,9394739,6/25/2017,7/26/2017,7/26/2017,AA102,Bitumen 50/70,5799,MT,Agioi Theodoroi,arriveddate,Arrived,1,Load,GR,AGT,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9394739&vessel=&poi=&startdate=2017-06-20 00:00:00&enddate=2017-06-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,PANDION,9256420,3/25/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,5557,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9256420&vessel=&poi=&startdate=2017-03-20 00:00:00&enddate=2017-03-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,PANDION,9256420,3/25/2017,6/6/2017,6/6/2017,AA102,Bitumen 40/60,5557,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9256420&vessel=&poi=&startdate=2017-03-20 00:00:00&enddate=2017-03-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,PANDION,9256420,3/25/2017,6/17/2017,6/17/2017,AA102,Bitumen 40/60,5557,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9256420&vessel=&poi=&startdate=2017-03-20 00:00:00&enddate=2017-03-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ASPHALT SUMMER,9394739,6/5/2017,6/20/2017,6/20/2017,AA102,Bitumen 40/50,5493,MT,Agioi Theodoroi,arriveddate,Arrived,1,Load,GR,AGT,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9394739&vessel=&poi=&startdate=2017-05-31 00:00:00&enddate=2017-06-10 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ASPHALT SUMMER,9394739,6/5/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/50,5493,MT,Agioi Theodoroi,arriveddate,Arrived,1,Load,GR,AGT,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9394739&vessel=&poi=&startdate=2017-05-31 00:00:00&enddate=2017-06-10 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,CPO KOREA,9433901,12/30/2017,7/26/2017,7/26/2017,GS028,REGULAR GASOLINE BLENDSTOCK,5176,MT,Antwerp,bldate,Bill date,14,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9433901&vessel=&poi=&startdate=2017-12-25 00:00:00&enddate=2018-01-04 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,CPO KOREA,9433901,12/30/2017,6/17/2017,6/17/2017,GS028,REGULAR GASOLINE BLENDSTOCK,5176,MT,Antwerp,bldate,Bill date,14,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9433901&vessel=&poi=&startdate=2017-12-25 00:00:00&enddate=2018-01-04 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,1/31/2017,6/17/2017,6/17/2017,AA102,Bitumen 40/60,5126,MT,Ellesmere Port,arriveddate,Arrived,1,Discharge,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-01-26 00:00:00&enddate=2017-02-05 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,1/31/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,5126,MT,Ellesmere Port,arriveddate,Arrived,1,Discharge,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-01-26 00:00:00&enddate=2017-02-05 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,1/31/2017,3/30/2017,3/30/2017,AA102,Bitumen 40/60,5126,MT,Ellesmere Port,arriveddate,Arrived,1,Discharge,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-01-26 00:00:00&enddate=2017-02-05 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,1/27/2017,3/30/2017,3/30/2017,AA102,Bitumen 40/60,5080,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-01-22 00:00:00&enddate=2017-02-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,1/27/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,5080,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-01-22 00:00:00&enddate=2017-02-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,1/27/2017,6/17/2017,6/17/2017,AA102,Bitumen 40/60,5080,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-01-22 00:00:00&enddate=2017-02-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ALFA BRITANNIA,9154232,5/2/2017,7/26/2017,7/26/2017,GS011,Naphtha,5000,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9154232&vessel=&poi=&startdate=2017-04-27 00:00:00&enddate=2017-05-07 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ALFA BRITANNIA,9154232,5/2/2017,6/17/2017,6/17/2017,GS011,Naphtha,5000,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9154232&vessel=&poi=&startdate=2017-04-27 00:00:00&enddate=2017-05-07 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,COMMANDER,9280354,2/23/2017,3/30/2017,3/30/2017,GS014,Reformate,5000,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9280354&vessel=&poi=&startdate=2017-02-18 00:00:00&enddate=2017-02-28 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,COMMANDER,9280354,2/23/2017,7/26/2017,7/26/2017,GS014,Reformate,5000,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9280354&vessel=&poi=&startdate=2017-02-18 00:00:00&enddate=2017-02-28 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
